pmcid,title,ground_truth_report,data_source,has_numeric_values,ai_generated_advice
PMC13331784,"Efficacy and safety of pegzilarginase in patients below 2 years of age with arginase 1 deficiency: a phase 3, open-label, multi-centre study.","PMC13331784 Case Report.
Title: Efficacy and safety of pegzilarginase in patients below 2 years of age with arginase 1 deficiency: a phase 3, open-label, multi-centre study.

Clinical Summary (from published abstract):
Arginase 1 Deficiency (ARG1-D) is a rare metabolic disorder characterized by marked hyperargininaemia and progressive neurological impairment. Dietary protein restriction alone is often insufficient to normalize plasma arginine (pArg) or prevent disease progression. Pegzilarginase, a recombinant human ARG1 enzyme therapy, has demonstrated pArg normalization and improved clinical outcomes in patients ≥2 years. This study evaluated safety, pharmacokinetics (PK), and activity of pegzilarginase in patients <2 years. In this phase 3, open-label, single-arm study (NCT06582524, EU CT 2024-510797-25), conducted in United Kingdom, Austria and Portugal, patients received once-weekly subcutaneous pegzilarginase. As primary endpoint, change in pArg at 12 weeks was assessed. Secondary endpoints included safety, PK, plasma ornithine and Gross Motor Function Measure (GMFM-66). Descriptive analyses were performed on the Full Analysis Set. Three patients (mean age 20.3 months) were included between 30 August 2024 and 17 June 2025. After 12 weeks, mean (SD) pArg decreased by 221.5 (81.3) μmol/L, a 70.6% (4.3) reduction, reaching normal range by Visit 4 (114.1 [68.4] μmol/L). Plasma ornithine increased and plasma ammonia remained largely normal. GMFM-66 total scores improved by 21.0 (13.9) points (18.1% [5.8%]). Pegzilarginase exposure was consistent with previous studies; AUC and half-life were similar, whereas clearance and volume of distribution were lower, as expected in infants. No new safety findings were observed. In patients with ARG1-D <2 years of age, pegzilarginase demonstrated pharmacokinetic and pharmacodynamic responses comparable to older children and a favourable safety profile. Immedica Pharma AB.",abstract,True,
PMC13332762,Clinical Outcomes and Treatment-Related Complications in Triple-Negative Breast Cancer: A Review of 24 Case Reports from 2020 to 2025.,"PMC13332762 Case Report.
Title: Clinical Outcomes and Treatment-Related Complications in Triple-Negative Breast Cancer: A Review of 24 Case Reports from 2020 to 2025.

Clinical Summary (from published abstract):
Triple-negative breast cancer (TNBC) is clinically heterogeneous, and selected patients experience rare complications, unusual responses, or biomarker-discordant treatment trajectories that are not fully represented in aggregate trial evidence. This review aims to synthesize published case-report evidence on clinical outcomes and treatment-related complications in TNBC, with an emphasis on host vulnerability, tumor biology, biomarker-guided treatment, and therapy-associated toxicity. A descriptive review of PubMed-indexed case reports was performed for records published from January 1, 2020, to December 31, 2025. Two reviewers independently screened records, extracted data, and appraised the reporting quality using the CARE domains. Results were synthesized narratively without meta-analysis. Seventy-one records were screened, and 24 case reports were included. All patients were female, with a median age of 45 years (range 28–87 years). The cases consisted of 11 with metastatic or advanced disease, 10 with early or localized disease, 1 with a local recurrence, and 2 with unclear disease settings. Actionable or resistance-informative biomarker signals were described in 12 cases, and biomarker-matched therapy was reported in 11. Immunotherapy was used in 9 cases. Serious or clinically significant complications were reported in 10 cases, including two fatal treatment-related events. Favorable outcomes were reported in 17 cases, but these selected reports cannot be used to estimate response rates, survival, or the incidence of toxicity. TNBC case reports provide clinically instructive, hypothesis-generating evidence on rare toxicities, biomarker-guided treatment decisions, and individualized risk assessment.",abstract,False,
PMC13332074,Integrating immediate Kangaroo Mother Care as an integral part of small and sick newborn care in facilities with level 2 Special Newborn Care Units: Implementation Research Protocol.,"PMC13332074 Case Report.
Title: Integrating immediate Kangaroo Mother Care as an integral part of small and sick newborn care in facilities with level 2 Special Newborn Care Units: Implementation Research Protocol.

Clinical Summary (from published abstract):
Immediate Kangaroo Mother Care (iKMC) involves the initiation of skin-to-skin contact (SSC) between the mother (or an additional caregiver) and preterm and/or LBW infants within the first hours of birth, with exclusive breastfeeding. While KMC has traditionally been initiated after the infant stabilizes, immediate initiation of SSC has proven more effective in reducing neonatal mortality. However, despite its proven benefits, the adoption of immediate KMC remains a challenge. This study aims to develop and test an implementation model for integrating immediate KMC into the routine care of small and sick newborns in level 2 Special Newborn Care Units (SNCUs) in Bangladesh, Ethiopia, India, and Nigeria. This multicountry implementation research study will develop and evaluate a scalable model for integrating iKMC into newborn care across six study sites in four countries. The study will involve developing and optimizing an implementation model using a mixed-methods design, combining both qualitative and quantitative approaches. Formative research will be conducted to identify barriers and facilitators to the effective implementation of iKMC, guiding the development of the initial model. The study will benefit from concurrent programme learning, using both qualitative insights and outcome measurements, to iteratively refine the model and ensure high-quality, widespread implementation of iKMC. The study will provide insights into the effective integration of iKMC into existing health systems, addressing key challenges in low-resource settings. Findings will inform scalable strategies for widespread implementation, contributing to global efforts to enhance newborn care and reduce neonatal mortality.",abstract,False,
PMC13332126,Rare Early Coexistence of Classic Urothelial and Small Cell Carcinoma of the Urinary Bladder.,"PMC13332126 Case Report.
Title: Rare Early Coexistence of Classic Urothelial and Small Cell Carcinoma of the Urinary Bladder.

Clinical Summary (from published abstract):
Small cell carcinoma of the bladder (SCCB) is a rare aggressive cancer, representing less than 1% of bladder cancers. Similar to small cell lung cancer (SCLC), it progresses rapidly, metastasizes early, and has a poor prognosis, complicating treatment. Unlike more common bladder cancers, SCCB often resists localized treatments and responds better to chemotherapy. However, its management generally relies on protocols for SCLC due to limited specific research. A 47‐year‐old male from Bangladesh presented with intermittent painless hematuria, weak urinary stream, and incomplete voiding for 2 months. His medical history includes diabetes mellitus, chronic kidney disease, hypothyroidism, adrenal adenoma, and coronary artery disease. His physical examination was unremarkable. His blood work up showed hypochromic microcytic anemia and elevated creatinine. Urine cytology revealed atypical degenerated urothelial cells, polymorphonuclear leukocytes, and red blood cells. He underwent flexible cystoscopy, which showed a nodular tumor with a wide base at the left lateral bladder wall measuring less than 3 cm. He had a CT scan, which revealed irregular thickening in the left posterolateral bladder wall, suggesting muscle‐invasive carcinoma extending into the perivesical fat. He had an MRI scan which confirmed a 4 x 4.5 − cm mass with extravesical involvement. Histopathology examination from his transurethral resection of bladder tumor specimens showed mixed carcinoma, comprising both classic invasive urothelial carcinoma (UC) and SCCB. The small cell component exhibited scant cytoplasm, high nuclear‐to‐cytoplasmic ratio, hyperchromatic nuclei, and numerous mitotic figures, with synaptophysin and weak chromogranin positivity; UC cells were GATA‐3 positive. Surgical resection removed most of the tumor. The patient tolerated the procedure well, with no complications. After four chemotherapy cycles, he had a follow‐up PET CT, which showed significant tumor regression. This case highlights the unusual early coexistence of SCCB with classic UC in the bladder, emphasizing the importance of comprehensive histopathological and immunohistochemical evaluation for accurate diagnosis and treatment planning. Further research on SCCB could improve diagnosis, treatment strategies, and identification of molecular targets, potentially enhancing survival rates and patient quality of life.",abstract,True,
PMC13331805,TREM1-mediated macrophage activation drives voriconazole-induced hepatic steatosis: Diagnostic and therapeutic implications.,"PMC13331805 Case Report.
Title: TREM1-mediated macrophage activation drives voriconazole-induced hepatic steatosis: Diagnostic and therapeutic implications.

Clinical Summary (from published abstract):
Voriconazole (VCZ)-induced hepatotoxicity lacks effective early biomarkers and targeted interventions. This study investigated the role of triggering receptor expressed on myeloid cells-1 (TREM1) as a central integrator of macrophage-driven inflammation and metabolic dysregulation in voriconazole-associated hepatic steatosis. Clinical correlations between plasma soluble TREM1 (sTREM1) and liver injury severity were assessed in patients treated with voriconazole. Mechanistic studies utilized macrophage-specific depletion, macrophage–specific Trem1 knockout and overexpression models, macrophage-hepatocyte co-cultures, and integrated multi-omics profiling. VCZ–TREM1 binding was validated through molecular docking, surface plasmon resonance (SPR), and co-immunoprecipitation (Co-IP), with pathway inhibition assays conducted using the LR12 peptide. In patients, elevated sTREM1's levels correlated with the severity of liver injury, indicating its potential as an early diagnostic marker. VCZ directly bound to TREM1, promoting the formation of TREM1–Toll-like receptor 4 (TLR4) complexes, which activated phosphoinositide 3-kinase (PI3K)/protein kinase B (AKT)–nuclear factor kappa-B (NF-κB)–NOD-like receptor thermal protein domain associated protein 3 (NLRP3)–interleukin-1beta (IL-1β) signaling cascade. The resulting overproduction of IL-1β induced hepatocyte lipid accumulation through reactive oxygen species (ROS)-mediated activation of sterol regulatory element-binding protein 1 (SREBP1)-driven lipogenesis. Pharmacological inhibition of TREM1 (LR12 peptide) suppressed TREM1 signaling and attenuated both inflammatory and metabolic alterations in murine models. This study elucidated a TREM1-centered signaling network linking VCZ-induced inflammation to steatosis. sTREM1 showed potential as a translational biomarker for early detection of liver injury, and TREM1 inhibition (LR12) offers a promising therapeutic strategy for antifungal-related hepatotoxicity. Image 1 •sTREM1 serves as a potential early-warning biomarker for VCZ-induced liver injury.•Voriconazole structurally binds to TREM1, which assembles with TLR4 to activate PI3K/AKT–NF-κB signaling.•TREM1-dependent NLRP3–IL-1β activation induces hepatocyte steatosis via ROS–SREBP1 axis.•TREM1 inhibitor LR12 reduces inflammation and steatosis, showing therapeutic potential efficacy.•Macrophage TREM1 integrates inflammatory-metabolic crosstalk in VCZ-induced liver injury. sTREM1 serves as a potential early-warning biomarker for VCZ-induced liver injury. Voriconazole structurally binds to TREM1, which assembles with TLR4 to activate PI3K/AKT–NF-κB signaling. TREM1-dependent NLRP3–IL-1β activation induces hepatocyte steatosis via ROS–SREBP1 axis. TREM1 inhibitor LR12 reduces inflammation and steatosis, showing therapeutic potential efficacy. Macrophage TREM1 integrates inflammatory-metabolic crosstalk in VCZ-induced liver injury. This study identified voriconazole (VCZ) as a direct ligand of the triggering receptor expressed on myeloid cells-1 (TREM1) on macrophages, initiating the assembly of the TREM1/Toll-like receptor 4 (TLR4) complex and downstream signaling pathway: Phosphoinositide 3-kinase (PI3K)/Protein Kinase B (AKT)–nuclear factor kappa-B (NFκB)–NOD-like receptor thermal protein domain associated protein 3 (NLRP3) inflammasome. This activation drives hepatic inflammation and steatosis. Soluble TREM1 (sTREM1) demonstrated potential as early biomarker for VCZ–induced liver injury. Pharmacological blockade of TREM1 using the LR12 peptide attenuated both inflammatory and metabolic pathology in vivo, establishing TREM1 as a promising dual diagnostic and therapeutic target.",abstract,False,
PMC13332407,Long-Term Follow-Up of Patients With Classic Fever of Unknown Origin: Prognostic Outcomes and Management Strategies.,"PMC13332407 Case Report.
Title: Long-Term Follow-Up of Patients With Classic Fever of Unknown Origin: Prognostic Outcomes and Management Strategies.

Clinical Summary (from published abstract):
This study evaluates the long-term prognosis of patients with classic fever of unknown origin (FUO) who are discharged without a definitive diagnosis, enhances the understanding of FUO, and provides evidence-based guidance for its diagnosis and management. A retrospective analysis was conducted on hospitalized patients at the Department of Infectious Diseases, Peking Union Medical College Hospital, who met the diagnostic criteria for classic FUO. Clinical characteristics and diagnostic outcomes were summarized, and patients without a definitive diagnosis (including those classified as clinical and indeterminate diagnoses) were examined longitudinally to determine their prognostic outcomes. Overall, 739 patients with classic FUO were included. At discharge, 36.8% (n = 272) received a definitive etiologic diagnosis, 48.8% (n = 361) had a clinical diagnosis, and 14.3% (n = 106) remained indeterminate. Median hospitalization cost was significantly higher in the definitive diagnosis than in the clinical diagnosis group {22 000 RMB (interquartile range [IQR] 14 000–37 000) vs 17 000 RMB (IQR 11 000–29 000); P < .001}. Among 396 successfully followed-up patients discharged without a definitive diagnosis, mortality rate was 3.3% (13/396). During follow-up, 289 patients (73.0%) received a definitive diagnosis. The concordance rate between discharge and follow-up diagnoses was 93.0%, and the success rate of diagnostic antituberculosis therapy was 79.1% (53/67). Among the undiagnosed patients, 31.8% (34/107) experienced spontaneous remission, and 36.4% (39/107) achieved remission after short-term anti-inflammatory therapy. Most patients with classic FUO without a definitive diagnosis have a favorable prognosis, suggesting avoiding overtreatment. This study underscores the value of diagnostic therapies and close follow-up as key strategies in clinical management.",abstract,True,
PMC13332832,Atypical Vesicular Skin Eruption Following a Low-Dose Methotrexate Dosing Error: A Case Report.,"PMC13332832 Case Report.
Title: Atypical Vesicular Skin Eruption Following a Low-Dose Methotrexate Dosing Error: A Case Report.

Clinical Summary (from published abstract):
Methotrexate is widely used to manage various autoimmune conditions, including psoriasis and psoriatic arthritis. Although weekly low-dose regimens are generally well-tolerated, dosing errors, particularly daily instead of weekly administration, can result in acute methotrexate toxicity with mucocutaneous and hematologic complications. We present a case of clinically significant methotrexate toxicity manifesting with painful oral mucositis and vesicular cutaneous lesions on the right lateral abdomen and right supraclavicular region in a 68-year-old Caucasian female patient with psoriasis and psoriatic arthritis after inadvertently taking 15 mg of methotrexate daily for five consecutive days (75 mg cumulative) instead of her prescribed weekly 15 mg dose. The patient was admitted for intravenous hydration with sodium bicarbonate and leucovorin 200 mg every six hours, then transitioned to oral leucovorin for an additional 48 hours on discharge. Mucosal symptoms gradually resolved during her four-day admission, no new skin lesions developed after hospital day 2, and laboratory values trended toward normalization without clinically significant myelosuppression, neutropenia, thrombocytopenia, or hepatorenal injury. This case illustrates that an inadvertent daily-instead-of-weekly dosing error can produce clinically significant mucocutaneous toxicity, and that prompt recognition with leucovorin rescue may help limit progression to the myelosuppression and systemic complications that can accompany methotrexate toxicity. It is important for clinicians to remain vigilant for toxic adverse effects to prevent progression to life-threatening complications and enhance patient education to avoid dosing errors.",abstract,False,
PMC13332354,"Extensive Pneumomediastinum, Pneumopericardium, and Subcutaneous Emphysema Complicating Anti-melanoma Differentiation-Associated Gene 5 (Anti-MDA5)-Positive Dermatomyositis-Associated Fibrosing Interstitial Lung Disease: A CT-Based Case Report.","PMC13332354 Case Report.
Title: Extensive Pneumomediastinum, Pneumopericardium, and Subcutaneous Emphysema Complicating Anti-melanoma Differentiation-Associated Gene 5 (Anti-MDA5)-Positive Dermatomyositis-Associated Fibrosing Interstitial Lung Disease: A CT-Based Case Report.

Clinical Summary (from published abstract):
Dermatomyositis-associated interstitial lung disease may be severe, particularly in patients with anti-melanoma differentiation-associated gene 5 (anti-MDA5) antibody-positive disease, and can be complicated by air-leak phenomena. We report the case of a 60-year-old woman with newly diagnosed anti-MDA5-positive dermatomyositis-associated interstitial lung disease who was admitted for worsening dyspnea and extensive subcutaneous emphysema. Clinical examination revealed diffuse subcutaneous crepitus involving the thorax, neck, anterior chest wall, including the breasts, and back, bilateral pulmonary crackles, Gottron papules, erythematous skin lesions, and proximal lower-limb weakness. Non-contrast thin-section chest CT demonstrated diffuse chronic fibrosing interstitial lung disease with peripheral and basal predominance, manifested by septal and non-septal reticulations, intralobular reticulation, honeycomb-like fibrotic change, traction bronchiectasis, and persistent basal ground-glass opacities on expiratory images, as well as bilateral pulmonary micronodules. CT also showed extensive pneumomediastinum, pneumopericardium, right pleural or extrapleural air extension, and diffuse subcutaneous emphysema extending into the cervical, thoracic, axillary, and deep facial soft tissues. Limited upper abdominal sections showed hepatic, splenic, and pancreatic uncinate process calcifications, considered incidental in the context of the thoracic examination. The patient was treated with high-dose corticosteroids and immunosuppressants, including mycophenolate mofetil and cyclophosphamide, with prophylactic anticoagulation. This report highlights the value of CT in mapping air-leak complications and characterizing the underlying fibrosing interstitial lung disease in anti-MDA5-positive dermatomyositis.",abstract,False,
PMC13332705,"Antineutrophil Cytoplasmic Antibody (ANCA)-Positive Eosinophilic Granulomatosis With Polyangiitis Presenting With Refractory Asthma, Mononeuritis Multiplex, and Cutaneous Vasculitis: A Case Report.","PMC13332705 Case Report.
Title: Antineutrophil Cytoplasmic Antibody (ANCA)-Positive Eosinophilic Granulomatosis With Polyangiitis Presenting With Refractory Asthma, Mononeuritis Multiplex, and Cutaneous Vasculitis: A Case Report.

Clinical Summary (from published abstract):
Eosinophilic granulomatosis with polyangiitis (EGPA) is a rare antineutrophil cytoplasmic antibody (ANCA)-associated small-vessel vasculitis characterised by asthma, eosinophilia, and eosinophil-rich tissue inflammation. Early diagnosis is often difficult because initial features may resemble uncontrolled asthma or other eosinophilic lung diseases. We report a 66-year-old man with adult-onset asthma who presented with four months of progressive dyspnoea, constitutional symptoms, peripheral neuropathy, and cutaneous vasculitis. Investigations showed marked eosinophilia (19.1 × 10⁹/L), raised inflammatory markers, elevated creatine kinase and lactate dehydrogenase, and markedly elevated IgG4. Cross-sectional imaging showed calcified mediastinal and hilar lymph nodes without pulmonary infiltrates. Extensive infectious and haematological investigations were unrevealing. Anti-myeloperoxidase antibodies were positive, and skin biopsy confirmed small-vessel vasculitis with eosinophilic infiltration. A diagnosis of ANCA-positive EGPA was made. The patient was treated with high-dose corticosteroids, but symptom recurrence during steroid taper prompted escalation to intravenous cyclophosphamide for organ-threatening neurological involvement. This case highlights the importance of considering EGPA in patients with refractory asthma, eosinophilia, and systemic features even in the absence of pulmonary infiltrates. Early recognition and multidisciplinary management are essential to reduce irreversible organ damage.",abstract,False,
PMC13332353,Pott's Puffy Tumor: A Case Report of a Rare Complication of Frontal Sinusitis.,"PMC13332353 Case Report.
Title: Pott's Puffy Tumor: A Case Report of a Rare Complication of Frontal Sinusitis.

Clinical Summary (from published abstract):
Among complications of frontal sinusitis, Pott’s puffy tumor (PPT) is one of the rare complications, which is characterized by the occurrence of subperiosteal abscess and osteomyelitis of the frontal bone. Primarily, infection or trauma is the causative agent and is often seen in late childhood and adolescence. If left untreated for a longer period of time, further intracranial complications such as subdural empyema, epidural abscess, cerebral abscess, and meningitis may occur. We report a case of a 13-year-old male who presented with a history of a fall 15 days ago, and the clinical query was to rule out a fracture and subdural hematoma. The primary diagnosis was made based on clinical and radiological findings, highlighting the significance of maintaining a high index of suspicion of this rare condition and the value of CT imaging in the timely diagnosis and management.",abstract,False,
PMC13332483,Lady Windermere Syndrome Presenting As Prolonged Febrile Illness in an Immunocompetent Woman.,"PMC13332483 Case Report.
Title: Lady Windermere Syndrome Presenting As Prolonged Febrile Illness in an Immunocompetent Woman.

Clinical Summary (from published abstract):
Lady Windermere syndrome is a distinct clinical entity associated with Mycobacterium avium complex infection that classically affects immunocompetent elderly women, particularly those with voluntary cough suppression, resulting in impaired airway clearance and mucus stasis within dependent bronchi. The condition has also been associated with a characteristic lean body habitus and thoracic skeletal abnormalities that may further compromise mucociliary clearance. We report the case of a 60-year-old woman with a history of pulmonary embolism and hypothyroidism who presented with a 45-day history of persistent nonproductive cough, intermittent fever, and right-sided chest discomfort. Physical examination revealed a lean body habitus and visible pectus excavatum. Laboratory studies demonstrated elevated inflammatory markers, and chest computed tomography showed bronchiectasis predominantly involving the middle lobe and lingula. Microbiological cultures confirmed Mycobacterium avium infection. The patient received a targeted 12-month multidrug regimen consisting of rifampicin, ethambutol, and azithromycin, achieving microbiological clearance and marked clinical improvement, with follow-up imaging demonstrating stable radiologic findings and sustained remission.",abstract,False,
PMC13331933,The Effects of Malnutrition and Refeeding on Perioperative Wound Complications in Surgical Patients With Eating Disorders: A Narrative Review.,"PMC13331933 Case Report.
Title: The Effects of Malnutrition and Refeeding on Perioperative Wound Complications in Surgical Patients With Eating Disorders: A Narrative Review.

Clinical Summary (from published abstract):
Anorexia nervosa (AN) and bulimia nervosa (BN) are eating disorders (EDs) with the highest mortality rate of psychiatric illnesses and medical complications, often due to protein-energy malnutrition and micronutrient deficiencies, leading to poor long-term outcomes. Patients with EDs undergo changes in nutritional status that manifest as decreased skin tensile strength, impaired immune function, reduced collagen production, and disrupted electrolyte and fluid balance, thereby increasing the risk of surgical site infections (SSIs), pressure ulcers (PUs), refeeding syndrome (RS), and edema/refeeding edema (RE). This narrative review aims to describe evidence regarding how malnutrition in patients with EDs impairs perioperative wound healing and propose clinical guidelines to reduce complications. The Web of Science, PubMed, and Scopus databases were searched using terms related to EDs and malnutrition. Peer-reviewed studies were included if they addressed malnutrition in the context of EDs, discussed compromised tissue repair, examined associations between malnutrition and perioperative outcomes, or evaluated nutritional interventions for recovery in malnourished hospital patients. Excluded were opinion pieces and writing that lacked ED wound-healing outcomes. The main findings of the 31 included studies are as follows. One, chronic malnutrition in AN and BN is associated with dermatological manifestations, such as xerosis and ecchymosis, reflecting reduced dermal strength and systemic dysfunction. Two, laboratory findings, including hypoalbuminemia (<3.5 g/dL), vitamin C deficiency, zinc deficiency, and electrolyte imbalances, are associated with impaired tissue healing and increased risk of infection in this patient population, with hypoalbuminemia a significant indicator of SSI risk. Vitamin C deficiency is associated with impaired collagen cross-linking; supplementation has been linked to accelerating recovery in general wound-healing populations. Zinc deficiency impairs keratinocyte migration and perioperative immunity by reducing CD4+ and CD8+ T-cell production, compounding the risks of RS, SSI, and PU. Three, refeeding malnourished patients carries physiological risks such as RS and RE mediated by electrolyte imbalances and unregulated fluid shifts. Uncontrolled RE is associated with compromised skin turgor, increased tension on sutures, impaired collagen synthesis, and a markedly increased risk of wound dehiscence, PU, and SSI. The incidence of PU in high-risk surgical patients can be reduced with targeted oral nutritional supplementation. Patients with EDs requiring surgical intervention need specific perioperative care to ensure optimal health outcomes. Preoperative nutrition screenings are essential, and postoperative cautious refeeding plans should include strict electrolyte and fluid intake monitoring. Multidisciplinary coordination, as the standard of care, may help reduce complications such as SSI, PU, and RS and support patients' wound-healing efforts. Future work should reduce the gap in research for this population by testing and developing a standardized nutritional protocol and effective monitoring strategies tailored to eating disorder patients undergoing surgery. Without streamlined care criteria, clinicians must rely on general refeeding guidelines that do not address the unique needs of this patient population, potentially leading to further physiological complications.",abstract,True,
